                                                               24 Nov 2018 18:33:56
Facility-Facility1-Receiver-Receiver1-To-Satellite-FOSSASAT1-Transmitter-DL_TX


       Time (UTCG)          Angle (deg)    Freq. Doppler Shift (kHz)     Range (km)
30 Nov 2018 12:30:34.000          0.821                        6.256    2231.375721
30 Nov 2018 12:30:35.000          0.853                        6.232    2227.078323
30 Nov 2018 12:30:36.000          0.886                        6.208    2222.797298
30 Nov 2018 12:30:37.000          0.919                        6.184    2218.532745
30 Nov 2018 12:30:38.000          0.952                        6.160    2214.284765
30 Nov 2018 12:30:39.000          0.984                        6.135    2210.053459
30 Nov 2018 12:30:40.000          1.017                        6.111    2205.838929
30 Nov 2018 12:30:41.000          1.050                        6.086    2201.641274
30 Nov 2018 12:30:42.000          1.083                        6.062    2197.460599
30 Nov 2018 12:30:43.000          1.116                        6.037    2193.297004
30 Nov 2018 12:30:44.000          1.149                        6.012    2189.150592
30 Nov 2018 12:30:45.000          1.182                        5.987    2185.021467
30 Nov 2018 12:30:46.000          1.214                        5.961    2180.909732
30 Nov 2018 12:30:47.000          1.247                        5.936    2176.815490
30 Nov 2018 12:30:48.000          1.280                        5.910    2172.738845
30 Nov 2018 12:30:49.000          1.313                        5.884    2168.679901
30 Nov 2018 12:30:50.000          1.346                        5.858    2164.638763
30 Nov 2018 12:30:51.000          1.379                        5.832    2160.615537
30 Nov 2018 12:30:52.000          1.412                        5.806    2156.610326
30 Nov 2018 12:30:53.000          1.444                        5.780    2152.623237
30 Nov 2018 12:30:54.000          1.477                        5.753    2148.654375
30 Nov 2018 12:30:55.000          1.510                        5.726    2144.703847
30 Nov 2018 12:30:56.000          1.543                        5.699    2140.771758
30 Nov 2018 12:30:57.000          1.575                        5.672    2136.858216
30 Nov 2018 12:30:58.000          1.608                        5.645    2132.963327
30 Nov 2018 12:30:59.000          1.641                        5.618    2129.087198
30 Nov 2018 12:31:00.000          1.673                        5.590    2125.229937
30 Nov 2018 12:31:01.000          1.706                        5.563    2121.391652
30 Nov 2018 12:31:02.000          1.738                        5.535    2117.572450
30 Nov 2018 12:31:03.000          1.771                        5.507    2113.772439
30 Nov 2018 12:31:04.000          1.803                        5.479    2109.991727
30 Nov 2018 12:31:05.000          1.835                        5.451    2106.230424
30 Nov 2018 12:31:06.000          1.868                        5.422    2102.488638
30 Nov 2018 12:31:07.000          1.900                        5.394    2098.766478
30 Nov 2018 12:31:08.000          1.932                        5.365    2095.064052
30 Nov 2018 12:31:09.000          1.964                        5.336    2091.381471
30 Nov 2018 12:31:10.000          1.996                        5.307    2087.718844
30 Nov 2018 12:31:11.000          2.028                        5.278    2084.076280
30 Nov 2018 12:31:12.000          2.060                        5.248    2080.453889
30 Nov 2018 12:31:13.000          2.091                        5.219    2076.851782
30 Nov 2018 12:31:14.000          2.123                        5.189    2073.270067
30 Nov 2018 12:31:15.000          2.155                        5.159    2069.708856
30 Nov 2018 12:31:16.000          2.186                        5.129    2066.168259
30 Nov 2018 12:31:17.000          2.217                        5.099    2062.648386
30 Nov 2018 12:31:18.000          2.249                        5.068    2059.149348
30 Nov 2018 12:31:19.000          2.280                        5.038    2055.671254
30 Nov 2018 12:31:20.000          2.311                        5.007    2052.214217
30 Nov 2018 12:31:21.000          2.342                        4.976    2048.778346
30 Nov 2018 12:31:22.000          2.373                        4.945    2045.363753
30 Nov 2018 12:31:23.000          2.403                        4.914    2041.970548
30 Nov 2018 12:31:24.000          2.434                        4.883    2038.598842
30 Nov 2018 12:31:25.000          2.465                        4.851    2035.248746
30 Nov 2018 12:31:26.000          2.495                        4.820    2031.920370
30 Nov 2018 12:31:27.000          2.525                        4.788    2028.613827
30 Nov 2018 12:31:28.000          2.555                        4.756    2025.329226
30 Nov 2018 12:31:29.000          2.585                        4.724    2022.066678
30 Nov 2018 12:31:30.000          2.615                        4.692    2018.826295
30 Nov 2018 12:31:31.000          2.645                        4.659    2015.608187
30 Nov 2018 12:31:32.000          2.675                        4.627    2012.412464
30 Nov 2018 12:31:33.000          2.704                        4.594    2009.239238
30 Nov 2018 12:31:34.000          2.734                        4.561    2006.088618
30 Nov 2018 12:31:35.000          2.763                        4.528    2002.960715
30 Nov 2018 12:31:36.000          2.792                        4.495    1999.855640
30 Nov 2018 12:31:37.000          2.821                        4.461    1996.773503
30 Nov 2018 12:31:38.000          2.850                        4.428    1993.714412
30 Nov 2018 12:31:39.000          2.878                        4.394    1990.678479
30 Nov 2018 12:31:40.000          2.907                        4.360    1987.665814
30 Nov 2018 12:31:41.000          2.935                        4.326    1984.676524
30 Nov 2018 12:31:42.000          2.963                        4.292    1981.710721
30 Nov 2018 12:31:43.000          2.991                        4.257    1978.768512
30 Nov 2018 12:31:44.000          3.019                        4.223    1975.850007
30 Nov 2018 12:31:45.000          3.047                        4.188    1972.955314
30 Nov 2018 12:31:46.000          3.074                        4.153    1970.084542
30 Nov 2018 12:31:47.000          3.101                        4.118    1967.237799
30 Nov 2018 12:31:48.000          3.129                        4.083    1964.415191
30 Nov 2018 12:31:49.000          3.155                        4.048    1961.616828
30 Nov 2018 12:31:50.000          3.182                        4.012    1958.842816
30 Nov 2018 12:31:51.000          3.209                        3.977    1956.093261
30 Nov 2018 12:31:52.000          3.235                        3.941    1953.368270
30 Nov 2018 12:31:53.000          3.261                        3.905    1950.667950
30 Nov 2018 12:31:54.000          3.287                        3.869    1947.992405
30 Nov 2018 12:31:55.000          3.313                        3.833    1945.341742
30 Nov 2018 12:31:56.000          3.339                        3.796    1942.716065
30 Nov 2018 12:31:57.000          3.364                        3.760    1940.115478
30 Nov 2018 12:31:58.000          3.389                        3.723    1937.540085
30 Nov 2018 12:31:59.000          3.414                        3.686    1934.989991
30 Nov 2018 12:32:00.000          3.439                        3.649    1932.465297
30 Nov 2018 12:32:01.000          3.464                        3.612    1929.966107
30 Nov 2018 12:32:02.000          3.488                        3.575    1927.492523
30 Nov 2018 12:32:03.000          3.512                        3.537    1925.044645
30 Nov 2018 12:32:04.000          3.536                        3.500    1922.622576
30 Nov 2018 12:32:05.000          3.560                        3.462    1920.226414
30 Nov 2018 12:32:06.000          3.584                        3.424    1917.856261
30 Nov 2018 12:32:07.000          3.607                        3.386    1915.512215
30 Nov 2018 12:32:08.000          3.630                        3.348    1913.194374
30 Nov 2018 12:32:09.000          3.653                        3.310    1910.902838
30 Nov 2018 12:32:10.000          3.675                        3.271    1908.637702
30 Nov 2018 12:32:11.000          3.698                        3.233    1906.399063
30 Nov 2018 12:32:12.000          3.720                        3.194    1904.187018
30 Nov 2018 12:32:13.000          3.742                        3.155    1902.001662
30 Nov 2018 12:32:14.000          3.764                        3.116    1899.843088
30 Nov 2018 12:32:15.000          3.785                        3.077    1897.711392
30 Nov 2018 12:32:16.000          3.806                        3.038    1895.606665
30 Nov 2018 12:32:17.000          3.827                        2.999    1893.529000
30 Nov 2018 12:32:18.000          3.848                        2.959    1891.478488
30 Nov 2018 12:32:19.000          3.868                        2.919    1889.455220
30 Nov 2018 12:32:20.000          3.888                        2.880    1887.459286
30 Nov 2018 12:32:21.000          3.908                        2.840    1885.490775
30 Nov 2018 12:32:22.000          3.928                        2.800    1883.549774
30 Nov 2018 12:32:23.000          3.947                        2.760    1881.636371
30 Nov 2018 12:32:24.000          3.966                        2.719    1879.750652
30 Nov 2018 12:32:25.000          3.985                        2.679    1877.892702
30 Nov 2018 12:32:26.000          4.004                        2.638    1876.062606
30 Nov 2018 12:32:27.000          4.022                        2.598    1874.260447
30 Nov 2018 12:32:28.000          4.040                        2.557    1872.486309
30 Nov 2018 12:32:29.000          4.058                        2.516    1870.740271
30 Nov 2018 12:32:30.000          4.076                        2.475    1869.022415
30 Nov 2018 12:32:31.000          4.093                        2.434    1867.332821
30 Nov 2018 12:32:32.000          4.110                        2.393    1865.671566
30 Nov 2018 12:32:33.000          4.127                        2.351    1864.038729
30 Nov 2018 12:32:34.000          4.143                        2.310    1862.434385
30 Nov 2018 12:32:35.000          4.159                        2.268    1860.858610
30 Nov 2018 12:32:36.000          4.175                        2.227    1859.311478
30 Nov 2018 12:32:37.000          4.190                        2.185    1857.793062
30 Nov 2018 12:32:38.000          4.206                        2.143    1856.303433
30 Nov 2018 12:32:39.000          4.221                        2.101    1854.842664
30 Nov 2018 12:32:40.000          4.235                        2.059    1853.410823
30 Nov 2018 12:32:41.000          4.250                        2.017    1852.007978
30 Nov 2018 12:32:42.000          4.264                        1.974    1850.634198
30 Nov 2018 12:32:43.000          4.278                        1.932    1849.289547
30 Nov 2018 12:32:44.000          4.291                        1.890    1847.974091
30 Nov 2018 12:32:45.000          4.304                        1.847    1846.687893
30 Nov 2018 12:32:46.000          4.317                        1.804    1845.431017
30 Nov 2018 12:32:47.000          4.330                        1.762    1844.203521
30 Nov 2018 12:32:48.000          4.342                        1.719    1843.005467
30 Nov 2018 12:32:49.000          4.354                        1.676    1841.836913
30 Nov 2018 12:32:50.000          4.365                        1.633    1840.697916
30 Nov 2018 12:32:51.000          4.377                        1.590    1839.588532
30 Nov 2018 12:32:52.000          4.388                        1.547    1838.508815
30 Nov 2018 12:32:53.000          4.399                        1.503    1837.458819
30 Nov 2018 12:32:54.000          4.409                        1.460    1836.438594
30 Nov 2018 12:32:55.000          4.419                        1.417    1835.448193
30 Nov 2018 12:32:56.000          4.429                        1.373    1834.487663
30 Nov 2018 12:32:57.000          4.438                        1.330    1833.557052
30 Nov 2018 12:32:58.000          4.447                        1.286    1832.656407
30 Nov 2018 12:32:59.000          4.456                        1.243    1831.785773
30 Nov 2018 12:33:00.000          4.465                        1.199    1830.945191
30 Nov 2018 12:33:01.000          4.473                        1.155    1830.134706
30 Nov 2018 12:33:02.000          4.481                        1.111    1829.354357
30 Nov 2018 12:33:03.000          4.488                        1.067    1828.604182
30 Nov 2018 12:33:04.000          4.495                        1.024    1827.884221
30 Nov 2018 12:33:05.000          4.502                        0.980    1827.194508
30 Nov 2018 12:33:06.000          4.509                        0.936    1826.535078
30 Nov 2018 12:33:07.000          4.515                        0.891    1825.905965
30 Nov 2018 12:33:08.000          4.521                        0.847    1825.307200
30 Nov 2018 12:33:09.000          4.526                        0.803    1824.738812
30 Nov 2018 12:33:10.000          4.531                        0.759    1824.200831
30 Nov 2018 12:33:11.000          4.536                        0.715    1823.693284
30 Nov 2018 12:33:12.000          4.541                        0.670    1823.216196
30 Nov 2018 12:33:13.000          4.545                        0.626    1822.769591
30 Nov 2018 12:33:14.000          4.549                        0.582    1822.353491
30 Nov 2018 12:33:15.000          4.552                        0.537    1821.967917
30 Nov 2018 12:33:16.000          4.556                        0.493    1821.612889
30 Nov 2018 12:33:17.000          4.558                        0.449    1821.288424
30 Nov 2018 12:33:18.000          4.561                        0.404    1820.994538
30 Nov 2018 12:33:19.000          4.563                        0.360    1820.731246
30 Nov 2018 12:33:20.000          4.565                        0.315    1820.498561
30 Nov 2018 12:33:21.000          4.567                        0.271    1820.296495
30 Nov 2018 12:33:22.000          4.568                        0.226    1820.125057
30 Nov 2018 12:33:23.000          4.569                        0.182    1819.984255
30 Nov 2018 12:33:24.000          4.569                        0.137    1819.874096
30 Nov 2018 12:33:25.000          4.569                        0.093    1819.794585
30 Nov 2018 12:33:26.000          4.569                        0.048    1819.745726
30 Nov 2018 12:33:27.000          4.569                        0.004    1819.727521
30 Nov 2018 12:33:28.000          4.568                       -0.041    1819.739970
30 Nov 2018 12:33:29.000          4.567                       -0.086    1819.783071
30 Nov 2018 12:33:30.000          4.565                       -0.130    1819.856822
30 Nov 2018 12:33:31.000          4.563                       -0.175    1819.961219
30 Nov 2018 12:33:32.000          4.561                       -0.219    1820.096254
30 Nov 2018 12:33:33.000          4.559                       -0.264    1820.261922
30 Nov 2018 12:33:34.000          4.556                       -0.308    1820.458212
30 Nov 2018 12:33:35.000          4.552                       -0.353    1820.685113
30 Nov 2018 12:33:36.000          4.549                       -0.397    1820.942614
30 Nov 2018 12:33:37.000          4.545                       -0.441    1821.230700
30 Nov 2018 12:33:38.000          4.541                       -0.486    1821.549356
30 Nov 2018 12:33:39.000          4.536                       -0.530    1821.898565
30 Nov 2018 12:33:40.000          4.532                       -0.575    1822.278307
30 Nov 2018 12:33:41.000          4.526                       -0.619    1822.688563
30 Nov 2018 12:33:42.000          4.521                       -0.663    1823.129312
30 Nov 2018 12:33:43.000          4.515                       -0.707    1823.600529
30 Nov 2018 12:33:44.000          4.509                       -0.752    1824.102190
30 Nov 2018 12:33:45.000          4.502                       -0.796    1824.634268
30 Nov 2018 12:33:46.000          4.495                       -0.840    1825.196736
30 Nov 2018 12:33:47.000          4.488                       -0.884    1825.789564
30 Nov 2018 12:33:48.000          4.481                       -0.928    1826.412720
30 Nov 2018 12:33:49.000          4.473                       -0.972    1827.066173
30 Nov 2018 12:33:50.000          4.465                       -1.016    1827.749889
30 Nov 2018 12:33:51.000          4.456                       -1.060    1828.463832
30 Nov 2018 12:33:52.000          4.447                       -1.104    1829.207964
30 Nov 2018 12:33:53.000          4.438                       -1.148    1829.982248
30 Nov 2018 12:33:54.000          4.429                       -1.191    1830.786644
30 Nov 2018 12:33:55.000          4.419                       -1.235    1831.621110
30 Nov 2018 12:33:56.000          4.409                       -1.279    1832.485603
30 Nov 2018 12:33:57.000          4.399                       -1.322    1833.380080
30 Nov 2018 12:33:58.000          4.388                       -1.366    1834.304493
30 Nov 2018 12:33:59.000          4.377                       -1.409    1835.258797
30 Nov 2018 12:34:00.000          4.365                       -1.452    1836.242943
30 Nov 2018 12:34:01.000          4.354                       -1.496    1837.256881
30 Nov 2018 12:34:02.000          4.342                       -1.539    1838.300559
30 Nov 2018 12:34:03.000          4.329                       -1.582    1839.373926
30 Nov 2018 12:34:04.000          4.317                       -1.625    1840.476926
30 Nov 2018 12:34:05.000          4.304                       -1.668    1841.609505
30 Nov 2018 12:34:06.000          4.291                       -1.711    1842.771605
30 Nov 2018 12:34:07.000          4.277                       -1.753    1843.963170
30 Nov 2018 12:34:08.000          4.263                       -1.796    1845.184139
30 Nov 2018 12:34:09.000          4.249                       -1.839    1846.434452
30 Nov 2018 12:34:10.000          4.235                       -1.881    1847.714047
30 Nov 2018 12:34:11.000          4.220                       -1.924    1849.022861
30 Nov 2018 12:34:12.000          4.205                       -1.966    1850.360829
30 Nov 2018 12:34:13.000          4.190                       -2.008    1851.727886
30 Nov 2018 12:34:14.000          4.174                       -2.050    1853.123966
30 Nov 2018 12:34:15.000          4.158                       -2.092    1854.548999
30 Nov 2018 12:34:16.000          4.142                       -2.134    1856.002918
30 Nov 2018 12:34:17.000          4.126                       -2.176    1857.485650
30 Nov 2018 12:34:18.000          4.109                       -2.218    1858.997126
30 Nov 2018 12:34:19.000          4.092                       -2.259    1860.537271
30 Nov 2018 12:34:20.000          4.075                       -2.301    1862.106013
30 Nov 2018 12:34:21.000          4.057                       -2.342    1863.703276
30 Nov 2018 12:34:22.000          4.039                       -2.383    1865.328984
30 Nov 2018 12:34:23.000          4.021                       -2.425    1866.983061
30 Nov 2018 12:34:24.000          4.002                       -2.466    1868.665427
30 Nov 2018 12:34:25.000          3.984                       -2.507    1870.376004
30 Nov 2018 12:34:26.000          3.965                       -2.547    1872.114712
30 Nov 2018 12:34:27.000          3.946                       -2.588    1873.881469
30 Nov 2018 12:34:28.000          3.926                       -2.629    1875.676193
30 Nov 2018 12:34:29.000          3.906                       -2.669    1877.498800
30 Nov 2018 12:34:30.000          3.886                       -2.709    1879.349208
30 Nov 2018 12:34:31.000          3.866                       -2.750    1881.227329
30 Nov 2018 12:34:32.000          3.845                       -2.790    1883.133079
30 Nov 2018 12:34:33.000          3.825                       -2.830    1885.066370
30 Nov 2018 12:34:34.000          3.804                       -2.870    1887.027115
30 Nov 2018 12:34:35.000          3.782                       -2.909    1889.015225
30 Nov 2018 12:34:36.000          3.761                       -2.949    1891.030609
30 Nov 2018 12:34:37.000          3.739                       -2.988    1893.073178
30 Nov 2018 12:34:38.000          3.717                       -3.028    1895.142841
30 Nov 2018 12:34:39.000          3.695                       -3.067    1897.239505
30 Nov 2018 12:34:40.000          3.672                       -3.106    1899.363078
30 Nov 2018 12:34:41.000          3.649                       -3.145    1901.513466
30 Nov 2018 12:34:42.000          3.626                       -3.183    1903.690574
30 Nov 2018 12:34:43.000          3.603                       -3.222    1905.894307
30 Nov 2018 12:34:44.000          3.580                       -3.260    1908.124570
30 Nov 2018 12:34:45.000          3.556                       -3.299    1910.381266
30 Nov 2018 12:34:46.000          3.532                       -3.337    1912.664298
30 Nov 2018 12:34:47.000          3.508                       -3.375    1914.973568
30 Nov 2018 12:34:48.000          3.484                       -3.413    1917.308977
30 Nov 2018 12:34:49.000          3.459                       -3.451    1919.670427
30 Nov 2018 12:34:50.000          3.434                       -3.488    1922.057817
30 Nov 2018 12:34:51.000          3.409                       -3.526    1924.471048
30 Nov 2018 12:34:52.000          3.384                       -3.563    1926.910017
30 Nov 2018 12:34:53.000          3.359                       -3.600    1929.374625
30 Nov 2018 12:34:54.000          3.333                       -3.637    1931.864768
30 Nov 2018 12:34:55.000          3.307                       -3.674    1934.380344
30 Nov 2018 12:34:56.000          3.281                       -3.711    1936.921250
30 Nov 2018 12:34:57.000          3.255                       -3.748    1939.487383
30 Nov 2018 12:34:58.000          3.229                       -3.784    1942.078638
30 Nov 2018 12:34:59.000          3.202                       -3.820    1944.694910
30 Nov 2018 12:35:00.000          3.175                       -3.856    1947.336096
30 Nov 2018 12:35:01.000          3.148                       -3.892    1950.002090
30 Nov 2018 12:35:02.000          3.121                       -3.928    1952.692785
30 Nov 2018 12:35:03.000          3.094                       -3.964    1955.408076
30 Nov 2018 12:35:04.000          3.066                       -3.999    1958.147855
30 Nov 2018 12:35:05.000          3.039                       -4.035    1960.912017
30 Nov 2018 12:35:06.000          3.011                       -4.070    1963.700454
30 Nov 2018 12:35:07.000          2.983                       -4.105    1966.513058
30 Nov 2018 12:35:08.000          2.954                       -4.140    1969.349721
30 Nov 2018 12:35:09.000          2.926                       -4.174    1972.210335
30 Nov 2018 12:35:10.000          2.898                       -4.209    1975.094791
30 Nov 2018 12:35:11.000          2.869                       -4.243    1978.002982
30 Nov 2018 12:35:12.000          2.840                       -4.278    1980.934797
30 Nov 2018 12:35:13.000          2.811                       -4.312    1983.890127
30 Nov 2018 12:35:14.000          2.782                       -4.346    1986.868864
30 Nov 2018 12:35:15.000          2.753                       -4.379    1989.870897
30 Nov 2018 12:35:16.000          2.723                       -4.413    1992.896116
30 Nov 2018 12:35:17.000          2.693                       -4.447    1995.944411
30 Nov 2018 12:35:18.000          2.664                       -4.480    1999.015672
30 Nov 2018 12:35:19.000          2.634                       -4.513    2002.109789
30 Nov 2018 12:35:20.000          2.604                       -4.546    2005.226651
30 Nov 2018 12:35:21.000          2.574                       -4.579    2008.366147
30 Nov 2018 12:35:22.000          2.543                       -4.611    2011.528167
30 Nov 2018 12:35:23.000          2.513                       -4.644    2014.712600
30 Nov 2018 12:35:24.000          2.482                       -4.676    2017.919334
30 Nov 2018 12:35:25.000          2.452                       -4.708    2021.148259
30 Nov 2018 12:35:26.000          2.421                       -4.740    2024.399263
30 Nov 2018 12:35:27.000          2.390                       -4.772    2027.672236
30 Nov 2018 12:35:28.000          2.359                       -4.804    2030.967066
30 Nov 2018 12:35:29.000          2.328                       -4.835    2034.283642
30 Nov 2018 12:35:30.000          2.297                       -4.867    2037.621853
30 Nov 2018 12:35:31.000          2.265                       -4.898    2040.981588
30 Nov 2018 12:35:32.000          2.234                       -4.929    2044.362735
30 Nov 2018 12:35:33.000          2.202                       -4.960    2047.765183
30 Nov 2018 12:35:34.000          2.171                       -4.991    2051.188821
30 Nov 2018 12:35:35.000          2.139                       -5.021    2054.633538
30 Nov 2018 12:35:36.000          2.107                       -5.051    2058.099223
30 Nov 2018 12:35:37.000          2.075                       -5.082    2061.585764
30 Nov 2018 12:35:38.000          2.043                       -5.112    2065.093052
30 Nov 2018 12:35:39.000          2.011                       -5.142    2068.620975
30 Nov 2018 12:35:40.000          1.979                       -5.171    2072.169422
30 Nov 2018 12:35:41.000          1.947                       -5.201    2075.738284
30 Nov 2018 12:35:42.000          1.915                       -5.230    2079.327448
30 Nov 2018 12:35:43.000          1.882                       -5.260    2082.936806
30 Nov 2018 12:35:44.000          1.850                       -5.289    2086.566247
30 Nov 2018 12:35:45.000          1.817                       -5.318    2090.215660
30 Nov 2018 12:35:46.000          1.785                       -5.346    2093.884936
30 Nov 2018 12:35:47.000          1.752                       -5.375    2097.573966
30 Nov 2018 12:35:48.000          1.719                       -5.404    2101.282639
30 Nov 2018 12:35:49.000          1.686                       -5.432    2105.010846
30 Nov 2018 12:35:50.000          1.654                       -5.460    2108.758478
30 Nov 2018 12:35:51.000          1.621                       -5.488    2112.525426
30 Nov 2018 12:35:52.000          1.588                       -5.516    2116.311582
30 Nov 2018 12:35:53.000          1.555                       -5.544    2120.116836
30 Nov 2018 12:35:54.000          1.522                       -5.571    2123.941081
30 Nov 2018 12:35:55.000          1.489                       -5.598    2127.784208
30 Nov 2018 12:35:56.000          1.456                       -5.626    2131.646110
30 Nov 2018 12:35:57.000          1.423                       -5.653    2135.526679
30 Nov 2018 12:35:58.000          1.390                       -5.680    2139.425807
30 Nov 2018 12:35:59.000          1.357                       -5.706    2143.343387
30 Nov 2018 12:36:00.000          1.324                       -5.733    2147.279313
30 Nov 2018 12:36:01.000          1.291                       -5.759    2151.233479
30 Nov 2018 12:36:02.000          1.257                       -5.786    2155.205777
30 Nov 2018 12:36:03.000          1.224                       -5.812    2159.196102
30 Nov 2018 12:36:04.000          1.191                       -5.838    2163.204348
30 Nov 2018 12:36:05.000          1.158                       -5.863    2167.230410
30 Nov 2018 12:36:06.000          1.125                       -5.889    2171.274183
30 Nov 2018 12:36:07.000          1.092                       -5.915    2175.335562
30 Nov 2018 12:36:08.000          1.059                       -5.940    2179.414442
30 Nov 2018 12:36:09.000          1.026                       -5.965    2183.510720
30 Nov 2018 12:36:10.000          0.993                       -5.990    2187.624292
30 Nov 2018 12:36:11.000          0.959                       -6.015    2191.755054
30 Nov 2018 12:36:12.000          0.926                       -6.040    2195.902903
30 Nov 2018 12:36:13.000          0.893                       -6.064    2200.067737
30 Nov 2018 12:36:14.000          0.861                       -6.089    2204.249452
30 Nov 2018 12:36:15.000          0.828                       -6.113    2208.447948
30 Nov 2018 12:36:16.000          0.795                       -6.137    2212.663122
30 Nov 2018 12:36:17.000          0.762                       -6.161    2216.894872
30 Nov 2018 12:36:18.000          0.729                       -6.185    2221.143099
30 Nov 2018 12:36:19.000          0.697                       -6.209    2225.407701
30 Nov 2018 12:36:20.000          0.664                       -6.233    2229.688578
30 Nov 2018 12:36:21.000          0.631                       -6.256    2233.985631
30 Nov 2018 12:36:22.000          0.599                       -6.279    2238.298759
30 Nov 2018 12:36:23.000          0.566                       -6.302    2242.627864
30 Nov 2018 12:36:24.000          0.534                       -6.325    2246.972847
30 Nov 2018 12:36:25.000          0.502                       -6.348    2251.333610
30 Nov 2018 12:36:26.000          0.470                       -6.371    2255.710054
30 Nov 2018 12:36:27.000          0.438                       -6.394    2260.102083
30 Nov 2018 12:36:28.000          0.406                       -6.416    2264.509599
30 Nov 2018 12:36:29.000          0.374                       -6.438    2268.932506
30 Nov 2018 12:36:30.000          0.342                       -6.460    2273.370707
30 Nov 2018 12:36:31.000          0.311                       -6.482    2277.824106
30 Nov 2018 12:36:32.000          0.280                       -6.504    2282.292608
30 Nov 2018 12:36:33.000          0.248                       -6.526    2286.776118
30 Nov 2018 12:36:34.000          0.217                       -6.548    2291.274541
30 Nov 2018 12:36:35.000          0.186                       -6.569    2295.787783
30 Nov 2018 12:36:36.000          0.155                       -6.590    2300.315751
30 Nov 2018 12:36:37.000          0.125                       -6.612    2304.858350
30 Nov 2018 12:36:38.000          0.094                       -6.633    2309.415487
30 Nov 2018 12:36:39.000          0.064                       -6.654    2313.987071
30 Nov 2018 12:36:40.000          0.034                       -6.674    2318.573009
30 Nov 2018 12:36:41.000          0.004                       -6.695    2323.173210
