                                                               24 Nov 2018 14:12:30
Facility-Facility1-Receiver-Receiver1-To-Satellite-FOSSASAT1-Transmitter-DL_TX


       Time (UTCG)          Angle (deg)    Freq. Doppler Shift (kHz)     Range (km)
28 Nov 2018 23:13:16.000          1.281                        8.498    2137.735719
28 Nov 2018 23:13:17.000          1.329                        8.485    2131.891524
28 Nov 2018 23:13:18.000          1.378                        8.472    2126.056258
28 Nov 2018 23:13:19.000          1.428                        8.458    2120.230002
28 Nov 2018 23:13:20.000          1.477                        8.445    2114.412838
28 Nov 2018 23:13:21.000          1.527                        8.432    2108.604847
28 Nov 2018 23:13:22.000          1.576                        8.418    2102.806113
28 Nov 2018 23:13:23.000          1.626                        8.405    2097.016720
28 Nov 2018 23:13:24.000          1.677                        8.391    2091.236751
28 Nov 2018 23:13:25.000          1.727                        8.377    2085.466292
28 Nov 2018 23:13:26.000          1.778                        8.363    2079.705429
28 Nov 2018 23:13:27.000          1.829                        8.349    2073.954250
28 Nov 2018 23:13:28.000          1.880                        8.335    2068.212840
28 Nov 2018 23:13:29.000          1.931                        8.320    2062.481290
28 Nov 2018 23:13:30.000          1.982                        8.306    2056.759688
28 Nov 2018 23:13:31.000          2.034                        8.291    2051.048124
28 Nov 2018 23:13:32.000          2.085                        8.276    2045.346689
28 Nov 2018 23:13:33.000          2.137                        8.261    2039.655474
28 Nov 2018 23:13:34.000          2.189                        8.246    2033.974573
28 Nov 2018 23:13:35.000          2.242                        8.231    2028.304079
28 Nov 2018 23:13:36.000          2.294                        8.216    2022.644086
28 Nov 2018 23:13:37.000          2.347                        8.200    2016.994688
28 Nov 2018 23:13:38.000          2.399                        8.185    2011.355983
28 Nov 2018 23:13:39.000          2.452                        8.169    2005.728066
28 Nov 2018 23:13:40.000          2.505                        8.153    2000.111036
28 Nov 2018 23:13:41.000          2.559                        8.137    1994.504990
28 Nov 2018 23:13:42.000          2.612                        8.121    1988.910030
28 Nov 2018 23:13:43.000          2.665                        8.104    1983.326254
28 Nov 2018 23:13:44.000          2.719                        8.088    1977.753765
28 Nov 2018 23:13:45.000          2.773                        8.071    1972.192664
28 Nov 2018 23:13:46.000          2.827                        8.055    1966.643055
28 Nov 2018 23:13:47.000          2.881                        8.038    1961.105042
28 Nov 2018 23:13:48.000          2.935                        8.021    1955.578730
28 Nov 2018 23:13:49.000          2.989                        8.003    1950.064224
28 Nov 2018 23:13:50.000          3.044                        7.986    1944.561632
28 Nov 2018 23:13:51.000          3.098                        7.968    1939.071062
28 Nov 2018 23:13:52.000          3.153                        7.951    1933.592622
28 Nov 2018 23:13:53.000          3.208                        7.933    1928.126422
28 Nov 2018 23:13:54.000          3.263                        7.915    1922.672573
28 Nov 2018 23:13:55.000          3.318                        7.897    1917.231187
28 Nov 2018 23:13:56.000          3.373                        7.878    1911.802377
28 Nov 2018 23:13:57.000          3.428                        7.860    1906.386256
28 Nov 2018 23:13:58.000          3.484                        7.841    1900.982939
28 Nov 2018 23:13:59.000          3.539                        7.822    1895.592542
28 Nov 2018 23:14:00.000          3.595                        7.803    1890.215182
28 Nov 2018 23:14:01.000          3.651                        7.784    1884.850976
28 Nov 2018 23:14:02.000          3.706                        7.765    1879.500044
28 Nov 2018 23:14:03.000          3.762                        7.745    1874.162506
28 Nov 2018 23:14:04.000          3.818                        7.725    1868.838481
28 Nov 2018 23:14:05.000          3.875                        7.705    1863.528093
28 Nov 2018 23:14:06.000          3.931                        7.685    1858.231465
28 Nov 2018 23:14:07.000          3.987                        7.665    1852.948720
28 Nov 2018 23:14:08.000          4.044                        7.645    1847.679983
28 Nov 2018 23:14:09.000          4.100                        7.624    1842.425382
28 Nov 2018 23:14:10.000          4.157                        7.603    1837.185043
28 Nov 2018 23:14:11.000          4.214                        7.582    1831.959096
28 Nov 2018 23:14:12.000          4.270                        7.561    1826.747668
28 Nov 2018 23:14:13.000          4.327                        7.540    1821.550892
28 Nov 2018 23:14:14.000          4.384                        7.518    1816.368898
28 Nov 2018 23:14:15.000          4.441                        7.496    1811.201820
28 Nov 2018 23:14:16.000          4.498                        7.474    1806.049792
28 Nov 2018 23:14:17.000          4.556                        7.452    1800.912949
28 Nov 2018 23:14:18.000          4.613                        7.430    1795.791426
28 Nov 2018 23:14:19.000          4.670                        7.407    1790.685362
28 Nov 2018 23:14:20.000          4.728                        7.384    1785.594894
28 Nov 2018 23:14:21.000          4.785                        7.361    1780.520163
28 Nov 2018 23:14:22.000          4.843                        7.338    1775.461309
28 Nov 2018 23:14:23.000          4.900                        7.315    1770.418474
28 Nov 2018 23:14:24.000          4.958                        7.291    1765.391801
28 Nov 2018 23:14:25.000          5.016                        7.268    1760.381435
28 Nov 2018 23:14:26.000          5.073                        7.244    1755.387519
28 Nov 2018 23:14:27.000          5.131                        7.219    1750.410202
28 Nov 2018 23:14:28.000          5.189                        7.195    1745.449631
28 Nov 2018 23:14:29.000          5.247                        7.170    1740.505954
28 Nov 2018 23:14:30.000          5.305                        7.145    1735.579322
28 Nov 2018 23:14:31.000          5.363                        7.120    1730.669886
28 Nov 2018 23:14:32.000          5.421                        7.095    1725.777797
28 Nov 2018 23:14:33.000          5.479                        7.069    1720.903211
28 Nov 2018 23:14:34.000          5.537                        7.044    1716.046280
28 Nov 2018 23:14:35.000          5.595                        7.018    1711.207161
28 Nov 2018 23:14:36.000          5.653                        6.991    1706.386012
28 Nov 2018 23:14:37.000          5.711                        6.965    1701.582989
28 Nov 2018 23:14:38.000          5.770                        6.938    1696.798253
28 Nov 2018 23:14:39.000          5.828                        6.911    1692.031965
28 Nov 2018 23:14:40.000          5.886                        6.884    1687.284285
28 Nov 2018 23:14:41.000          5.944                        6.857    1682.555376
28 Nov 2018 23:14:42.000          6.003                        6.829    1677.845403
28 Nov 2018 23:14:43.000          6.061                        6.801    1673.154531
28 Nov 2018 23:14:44.000          6.119                        6.773    1668.482927
28 Nov 2018 23:14:45.000          6.177                        6.745    1663.830756
28 Nov 2018 23:14:46.000          6.236                        6.716    1659.198190
28 Nov 2018 23:14:47.000          6.294                        6.687    1654.585396
28 Nov 2018 23:14:48.000          6.352                        6.658    1649.992547
28 Nov 2018 23:14:49.000          6.410                        6.629    1645.419814
28 Nov 2018 23:14:50.000          6.469                        6.599    1640.867370
28 Nov 2018 23:14:51.000          6.527                        6.569    1636.335390
28 Nov 2018 23:14:52.000          6.585                        6.539    1631.824050
28 Nov 2018 23:14:53.000          6.643                        6.509    1627.333526
28 Nov 2018 23:14:54.000          6.701                        6.478    1622.863996
28 Nov 2018 23:14:55.000          6.759                        6.447    1618.415638
28 Nov 2018 23:14:56.000          6.817                        6.416    1613.988633
28 Nov 2018 23:14:57.000          6.875                        6.385    1609.583161
28 Nov 2018 23:14:58.000          6.933                        6.353    1605.199406
28 Nov 2018 23:14:59.000          6.991                        6.321    1600.837549
28 Nov 2018 23:15:00.000          7.049                        6.289    1596.497776
28 Nov 2018 23:15:01.000          7.106                        6.256    1592.180272
28 Nov 2018 23:15:02.000          7.164                        6.224    1587.885222
28 Nov 2018 23:15:03.000          7.222                        6.191    1583.612815
28 Nov 2018 23:15:04.000          7.279                        6.157    1579.363238
28 Nov 2018 23:15:05.000          7.337                        6.124    1575.136682
28 Nov 2018 23:15:06.000          7.394                        6.090    1570.933336
28 Nov 2018 23:15:07.000          7.451                        6.056    1566.753392
28 Nov 2018 23:15:08.000          7.509                        6.021    1562.597042
28 Nov 2018 23:15:09.000          7.566                        5.987    1558.464479
28 Nov 2018 23:15:10.000          7.623                        5.952    1554.355898
28 Nov 2018 23:15:11.000          7.680                        5.916    1550.271494
28 Nov 2018 23:15:12.000          7.736                        5.881    1546.211463
28 Nov 2018 23:15:13.000          7.793                        5.845    1542.176000
28 Nov 2018 23:15:14.000          7.850                        5.809    1538.165306
28 Nov 2018 23:15:15.000          7.906                        5.772    1534.179576
28 Nov 2018 23:15:16.000          7.962                        5.736    1530.219012
28 Nov 2018 23:15:17.000          8.019                        5.699    1526.283813
28 Nov 2018 23:15:18.000          8.075                        5.661    1522.374179
28 Nov 2018 23:15:19.000          8.130                        5.624    1518.490313
28 Nov 2018 23:15:20.000          8.186                        5.586    1514.632417
28 Nov 2018 23:15:21.000          8.242                        5.548    1510.800694
28 Nov 2018 23:15:22.000          8.297                        5.509    1506.995347
28 Nov 2018 23:15:23.000          8.352                        5.470    1503.216581
28 Nov 2018 23:15:24.000          8.407                        5.431    1499.464601
28 Nov 2018 23:15:25.000          8.462                        5.392    1495.739612
28 Nov 2018 23:15:26.000          8.517                        5.352    1492.041820
28 Nov 2018 23:15:27.000          8.571                        5.312    1488.371432
28 Nov 2018 23:15:28.000          8.626                        5.272    1484.728654
28 Nov 2018 23:15:29.000          8.680                        5.232    1481.113694
28 Nov 2018 23:15:30.000          8.734                        5.191    1477.526761
28 Nov 2018 23:15:31.000          8.787                        5.150    1473.968062
28 Nov 2018 23:15:32.000          8.841                        5.108    1470.437805
28 Nov 2018 23:15:33.000          8.894                        5.066    1466.936201
28 Nov 2018 23:15:34.000          8.947                        5.024    1463.463458
28 Nov 2018 23:15:35.000          9.000                        4.982    1460.019785
28 Nov 2018 23:15:36.000          9.052                        4.939    1456.605392
28 Nov 2018 23:15:37.000          9.104                        4.896    1453.220490
28 Nov 2018 23:15:38.000          9.156                        4.853    1449.865287
28 Nov 2018 23:15:39.000          9.208                        4.809    1446.539994
28 Nov 2018 23:15:40.000          9.259                        4.765    1443.244821
28 Nov 2018 23:15:41.000          9.310                        4.721    1439.979978
28 Nov 2018 23:15:42.000          9.361                        4.676    1436.745675
28 Nov 2018 23:15:43.000          9.412                        4.632    1433.542122
28 Nov 2018 23:15:44.000          9.462                        4.587    1430.369528
28 Nov 2018 23:15:45.000          9.512                        4.541    1427.228103
28 Nov 2018 23:15:46.000          9.561                        4.495    1424.118057
28 Nov 2018 23:15:47.000          9.610                        4.449    1421.039598
28 Nov 2018 23:15:48.000          9.659                        4.403    1417.992936
28 Nov 2018 23:15:49.000          9.708                        4.356    1414.978277
28 Nov 2018 23:15:50.000          9.756                        4.309    1411.995831
28 Nov 2018 23:15:51.000          9.804                        4.262    1409.045805
28 Nov 2018 23:15:52.000          9.852                        4.214    1406.128405
28 Nov 2018 23:15:53.000          9.899                        4.167    1403.243837
28 Nov 2018 23:15:54.000          9.945                        4.118    1400.392308
28 Nov 2018 23:15:55.000          9.992                        4.070    1397.574022
28 Nov 2018 23:15:56.000         10.038                        4.021    1394.789183
28 Nov 2018 23:15:57.000         10.083                        3.972    1392.037994
28 Nov 2018 23:15:58.000         10.128                        3.923    1389.320659
28 Nov 2018 23:15:59.000         10.173                        3.873    1386.637377
28 Nov 2018 23:16:00.000         10.218                        3.823    1383.988351
28 Nov 2018 23:16:01.000         10.261                        3.773    1381.373779
28 Nov 2018 23:16:02.000         10.305                        3.723    1378.793859
28 Nov 2018 23:16:03.000         10.348                        3.672    1376.248789
28 Nov 2018 23:16:04.000         10.390                        3.621    1373.738764
28 Nov 2018 23:16:05.000         10.433                        3.569    1371.263980
28 Nov 2018 23:16:06.000         10.474                        3.518    1368.824629
28 Nov 2018 23:16:07.000         10.515                        3.466    1366.420903
28 Nov 2018 23:16:08.000         10.556                        3.414    1364.052993
28 Nov 2018 23:16:09.000         10.596                        3.361    1361.721088
28 Nov 2018 23:16:10.000         10.636                        3.309    1359.425374
28 Nov 2018 23:16:11.000         10.675                        3.256    1357.166037
28 Nov 2018 23:16:12.000         10.714                        3.202    1354.943261
28 Nov 2018 23:16:13.000         10.752                        3.149    1352.757228
28 Nov 2018 23:16:14.000         10.789                        3.095    1350.608119
28 Nov 2018 23:16:15.000         10.826                        3.041    1348.496110
28 Nov 2018 23:16:16.000         10.863                        2.987    1346.421379
28 Nov 2018 23:16:17.000         10.899                        2.932    1344.384100
28 Nov 2018 23:16:18.000         10.934                        2.877    1342.384444
28 Nov 2018 23:16:19.000         10.969                        2.822    1340.422582
28 Nov 2018 23:16:20.000         11.003                        2.767    1338.498681
28 Nov 2018 23:16:21.000         11.037                        2.712    1336.612907
28 Nov 2018 23:16:22.000         11.070                        2.656    1334.765421
28 Nov 2018 23:16:23.000         11.103                        2.600    1332.956386
28 Nov 2018 23:16:24.000         11.135                        2.544    1331.185958
28 Nov 2018 23:16:25.000         11.166                        2.487    1329.454293
28 Nov 2018 23:16:26.000         11.197                        2.431    1327.761545
28 Nov 2018 23:16:27.000         11.227                        2.374    1326.107862
28 Nov 2018 23:16:28.000         11.256                        2.317    1324.493392
28 Nov 2018 23:16:29.000         11.285                        2.259    1322.918281
28 Nov 2018 23:16:30.000         11.313                        2.202    1321.382668
28 Nov 2018 23:16:31.000         11.341                        2.144    1319.886694
28 Nov 2018 23:16:32.000         11.368                        2.086    1318.430494
28 Nov 2018 23:16:33.000         11.394                        2.028    1317.014200
28 Nov 2018 23:16:34.000         11.419                        1.970    1315.637942
28 Nov 2018 23:16:35.000         11.444                        1.911    1314.301847
28 Nov 2018 23:16:36.000         11.468                        1.853    1313.006038
28 Nov 2018 23:16:37.000         11.492                        1.794    1311.750633
28 Nov 2018 23:16:38.000         11.515                        1.735    1310.535751
28 Nov 2018 23:16:39.000         11.537                        1.676    1309.361505
28 Nov 2018 23:16:40.000         11.558                        1.617    1308.228003
28 Nov 2018 23:16:41.000         11.579                        1.557    1307.135353
28 Nov 2018 23:16:42.000         11.599                        1.498    1306.083656
28 Nov 2018 23:16:43.000         11.618                        1.438    1305.073014
28 Nov 2018 23:16:44.000         11.637                        1.378    1304.103520
28 Nov 2018 23:16:45.000         11.655                        1.318    1303.175266
28 Nov 2018 23:16:46.000         11.672                        1.258    1302.288342
28 Nov 2018 23:16:47.000         11.688                        1.198    1301.442832
28 Nov 2018 23:16:48.000         11.704                        1.137    1300.638815
28 Nov 2018 23:16:49.000         11.719                        1.077    1299.876370
28 Nov 2018 23:16:50.000         11.733                        1.016    1299.155568
28 Nov 2018 23:16:51.000         11.747                        0.956    1298.476480
28 Nov 2018 23:16:52.000         11.759                        0.895    1297.839170
28 Nov 2018 23:16:53.000         11.771                        0.834    1297.243700
28 Nov 2018 23:16:54.000         11.783                        0.773    1296.690126
28 Nov 2018 23:16:55.000         11.793                        0.712    1296.178502
28 Nov 2018 23:16:56.000         11.803                        0.651    1295.708877
28 Nov 2018 23:16:57.000         11.812                        0.590    1295.281296
28 Nov 2018 23:16:58.000         11.820                        0.529    1294.895801
28 Nov 2018 23:16:59.000         11.827                        0.468    1294.552427
28 Nov 2018 23:17:00.000         11.834                        0.406    1294.251209
28 Nov 2018 23:17:01.000         11.840                        0.345    1293.992174
28 Nov 2018 23:17:02.000         11.845                        0.284    1293.775347
28 Nov 2018 23:17:03.000         11.849                        0.222    1293.600748
28 Nov 2018 23:17:04.000         11.853                        0.161    1293.468394
28 Nov 2018 23:17:05.000         11.856                        0.100    1293.378296
28 Nov 2018 23:17:06.000         11.858                        0.038    1293.330462
28 Nov 2018 23:17:07.000         11.859                       -0.023    1293.324895
28 Nov 2018 23:17:08.000         11.859                       -0.085    1293.361596
28 Nov 2018 23:17:09.000         11.859                       -0.146    1293.440559
28 Nov 2018 23:17:10.000         11.858                       -0.208    1293.561775
28 Nov 2018 23:17:11.000         11.856                       -0.269    1293.725230
28 Nov 2018 23:17:12.000         11.854                       -0.330    1293.930909
28 Nov 2018 23:17:13.000         11.850                       -0.391    1294.178788
28 Nov 2018 23:17:14.000         11.846                       -0.453    1294.468842
28 Nov 2018 23:17:15.000         11.841                       -0.514    1294.801041
28 Nov 2018 23:17:16.000         11.835                       -0.575    1295.175351
28 Nov 2018 23:17:17.000         11.829                       -0.636    1295.591735
28 Nov 2018 23:17:18.000         11.822                       -0.697    1296.050149
28 Nov 2018 23:17:19.000         11.814                       -0.758    1296.550547
28 Nov 2018 23:17:20.000         11.805                       -0.819    1297.092879
28 Nov 2018 23:17:21.000         11.796                       -0.880    1297.677090
28 Nov 2018 23:17:22.000         11.785                       -0.941    1298.303122
28 Nov 2018 23:17:23.000         11.774                       -1.001    1298.970912
28 Nov 2018 23:17:24.000         11.763                       -1.062    1299.680395
28 Nov 2018 23:17:25.000         11.750                       -1.122    1300.431498
28 Nov 2018 23:17:26.000         11.737                       -1.183    1301.224149
28 Nov 2018 23:17:27.000         11.723                       -1.243    1302.058270
28 Nov 2018 23:17:28.000         11.708                       -1.303    1302.933777
28 Nov 2018 23:17:29.000         11.693                       -1.363    1303.850586
28 Nov 2018 23:17:30.000         11.677                       -1.423    1304.808608
28 Nov 2018 23:17:31.000         11.660                       -1.482    1305.807748
28 Nov 2018 23:17:32.000         11.642                       -1.542    1306.847910
28 Nov 2018 23:17:33.000         11.624                       -1.601    1307.928994
28 Nov 2018 23:17:34.000         11.605                       -1.660    1309.050896
28 Nov 2018 23:17:35.000         11.585                       -1.719    1310.213508
28 Nov 2018 23:17:36.000         11.565                       -1.778    1311.416720
28 Nov 2018 23:17:37.000         11.544                       -1.837    1312.660416
28 Nov 2018 23:17:38.000         11.522                       -1.896    1313.944480
28 Nov 2018 23:17:39.000         11.499                       -1.954    1315.268789
28 Nov 2018 23:17:40.000         11.476                       -2.012    1316.633220
28 Nov 2018 23:17:41.000         11.452                       -2.070    1318.037646
28 Nov 2018 23:17:42.000         11.428                       -2.128    1319.481935
28 Nov 2018 23:17:43.000         11.403                       -2.186    1320.965953
28 Nov 2018 23:17:44.000         11.377                       -2.243    1322.489564
28 Nov 2018 23:17:45.000         11.350                       -2.300    1324.052629
28 Nov 2018 23:17:46.000         11.323                       -2.357    1325.655003
28 Nov 2018 23:17:47.000         11.295                       -2.414    1327.296542
28 Nov 2018 23:17:48.000         11.267                       -2.471    1328.977097
28 Nov 2018 23:17:49.000         11.238                       -2.527    1330.696517
28 Nov 2018 23:17:50.000         11.208                       -2.583    1332.454648
28 Nov 2018 23:17:51.000         11.178                       -2.639    1334.251333
28 Nov 2018 23:17:52.000         11.147                       -2.695    1336.086414
28 Nov 2018 23:17:53.000         11.116                       -2.750    1337.959730
28 Nov 2018 23:17:54.000         11.084                       -2.805    1339.871115
28 Nov 2018 23:17:55.000         11.051                       -2.860    1341.820404
28 Nov 2018 23:17:56.000         11.018                       -2.915    1343.807428
28 Nov 2018 23:17:57.000         10.984                       -2.970    1345.832016
28 Nov 2018 23:17:58.000         10.950                       -3.024    1347.893995
28 Nov 2018 23:17:59.000         10.915                       -3.078    1349.993191
28 Nov 2018 23:18:00.000         10.880                       -3.131    1352.129425
28 Nov 2018 23:18:01.000         10.844                       -3.185    1354.302519
28 Nov 2018 23:18:02.000         10.807                       -3.238    1356.512291
28 Nov 2018 23:18:03.000         10.770                       -3.291    1358.758559
28 Nov 2018 23:18:04.000         10.733                       -3.344    1361.041137
28 Nov 2018 23:18:05.000         10.695                       -3.396    1363.359840
28 Nov 2018 23:18:06.000         10.656                       -3.448    1365.714478
28 Nov 2018 23:18:07.000         10.617                       -3.500    1368.104864
28 Nov 2018 23:18:08.000         10.577                       -3.551    1370.530804
28 Nov 2018 23:18:09.000         10.537                       -3.602    1372.992106
28 Nov 2018 23:18:10.000         10.497                       -3.653    1375.488577
28 Nov 2018 23:18:11.000         10.456                       -3.704    1378.020020
28 Nov 2018 23:18:12.000         10.415                       -3.755    1380.586240
28 Nov 2018 23:18:13.000         10.373                       -3.805    1383.187037
28 Nov 2018 23:18:14.000         10.330                       -3.854    1385.822213
28 Nov 2018 23:18:15.000         10.288                       -3.904    1388.491567
28 Nov 2018 23:18:16.000         10.244                       -3.953    1391.194898
28 Nov 2018 23:18:17.000         10.201                       -4.002    1393.932004
28 Nov 2018 23:18:18.000         10.157                       -4.051    1396.702681
28 Nov 2018 23:18:19.000         10.112                       -4.099    1399.506726
28 Nov 2018 23:18:20.000         10.068                       -4.147    1402.343934
28 Nov 2018 23:18:21.000         10.022                       -4.195    1405.214098
28 Nov 2018 23:18:22.000          9.977                       -4.242    1408.117013
28 Nov 2018 23:18:23.000          9.931                       -4.289    1411.052471
28 Nov 2018 23:18:24.000          9.884                       -4.336    1414.020266
28 Nov 2018 23:18:25.000          9.838                       -4.383    1417.020188
28 Nov 2018 23:18:26.000          9.791                       -4.429    1420.052029
28 Nov 2018 23:18:27.000          9.743                       -4.475    1423.115580
28 Nov 2018 23:18:28.000          9.696                       -4.520    1426.210632
28 Nov 2018 23:18:29.000          9.648                       -4.566    1429.336976
28 Nov 2018 23:18:30.000          9.599                       -4.611    1432.494400
28 Nov 2018 23:18:31.000          9.550                       -4.656    1435.682695
28 Nov 2018 23:18:32.000          9.501                       -4.700    1438.901650
28 Nov 2018 23:18:33.000          9.452                       -4.744    1442.151055
28 Nov 2018 23:18:34.000          9.402                       -4.788    1445.430699
28 Nov 2018 23:18:35.000          9.353                       -4.831    1448.740371
28 Nov 2018 23:18:36.000          9.302                       -4.874    1452.079862
28 Nov 2018 23:18:37.000          9.252                       -4.917    1455.448959
28 Nov 2018 23:18:38.000          9.201                       -4.960    1458.847453
28 Nov 2018 23:18:39.000          9.150                       -5.002    1462.275133
28 Nov 2018 23:18:40.000          9.099                       -5.044    1465.731789
28 Nov 2018 23:18:41.000          9.047                       -5.086    1469.217210
28 Nov 2018 23:18:42.000          8.996                       -5.127    1472.731188
28 Nov 2018 23:18:43.000          8.944                       -5.168    1476.273512
28 Nov 2018 23:18:44.000          8.891                       -5.209    1479.843973
28 Nov 2018 23:18:45.000          8.839                       -5.249    1483.442362
28 Nov 2018 23:18:46.000          8.786                       -5.289    1487.068472
28 Nov 2018 23:18:47.000          8.733                       -5.329    1490.722093
28 Nov 2018 23:18:48.000          8.680                       -5.369    1494.403019
28 Nov 2018 23:18:49.000          8.627                       -5.408    1498.111042
28 Nov 2018 23:18:50.000          8.573                       -5.447    1501.845955
28 Nov 2018 23:18:51.000          8.520                       -5.485    1505.607554
28 Nov 2018 23:18:52.000          8.466                       -5.524    1509.395631
28 Nov 2018 23:18:53.000          8.412                       -5.562    1513.209983
28 Nov 2018 23:18:54.000          8.358                       -5.600    1517.050406
28 Nov 2018 23:18:55.000          8.303                       -5.637    1520.916695
28 Nov 2018 23:18:56.000          8.249                       -5.674    1524.808648
28 Nov 2018 23:18:57.000          8.194                       -5.711    1528.726064
28 Nov 2018 23:18:58.000          8.139                       -5.748    1532.668740
28 Nov 2018 23:18:59.000          8.084                       -5.784    1536.636476
28 Nov 2018 23:19:00.000          8.029                       -5.820    1540.629072
28 Nov 2018 23:19:01.000          7.974                       -5.855    1544.646330
28 Nov 2018 23:19:02.000          7.918                       -5.891    1548.688051
28 Nov 2018 23:19:03.000          7.863                       -5.926    1552.754038
28 Nov 2018 23:19:04.000          7.807                       -5.961    1556.844095
28 Nov 2018 23:19:05.000          7.751                       -5.995    1560.958025
28 Nov 2018 23:19:06.000          7.696                       -6.030    1565.095635
28 Nov 2018 23:19:07.000          7.640                       -6.064    1569.256731
28 Nov 2018 23:19:08.000          7.584                       -6.097    1573.441120
28 Nov 2018 23:19:09.000          7.527                       -6.131    1577.648611
28 Nov 2018 23:19:10.000          7.471                       -6.164    1581.879012
28 Nov 2018 23:19:11.000          7.415                       -6.197    1586.132134
28 Nov 2018 23:19:12.000          7.358                       -6.229    1590.407788
28 Nov 2018 23:19:13.000          7.302                       -6.262    1594.705786
28 Nov 2018 23:19:14.000          7.245                       -6.294    1599.025942
28 Nov 2018 23:19:15.000          7.189                       -6.326    1603.368070
28 Nov 2018 23:19:16.000          7.132                       -6.357    1607.731985
28 Nov 2018 23:19:17.000          7.075                       -6.388    1612.117504
28 Nov 2018 23:19:18.000          7.018                       -6.419    1616.524444
28 Nov 2018 23:19:19.000          6.962                       -6.450    1620.952624
28 Nov 2018 23:19:20.000          6.905                       -6.480    1625.401863
28 Nov 2018 23:19:21.000          6.848                       -6.511    1629.871984
28 Nov 2018 23:19:22.000          6.791                       -6.541    1634.362806
28 Nov 2018 23:19:23.000          6.734                       -6.570    1638.874154
28 Nov 2018 23:19:24.000          6.677                       -6.600    1643.405851
28 Nov 2018 23:19:25.000          6.620                       -6.629    1647.957724
28 Nov 2018 23:19:26.000          6.562                       -6.658    1652.529597
28 Nov 2018 23:19:27.000          6.505                       -6.687    1657.121300
28 Nov 2018 23:19:28.000          6.448                       -6.715    1661.732660
28 Nov 2018 23:19:29.000          6.391                       -6.743    1666.363508
28 Nov 2018 23:19:30.000          6.334                       -6.771    1671.013675
28 Nov 2018 23:19:31.000          6.277                       -6.799    1675.682992
28 Nov 2018 23:19:32.000          6.219                       -6.826    1680.371293
28 Nov 2018 23:19:33.000          6.162                       -6.854    1685.078414
28 Nov 2018 23:19:34.000          6.105                       -6.881    1689.804189
28 Nov 2018 23:19:35.000          6.048                       -6.907    1694.548455
28 Nov 2018 23:19:36.000          5.990                       -6.934    1699.311051
28 Nov 2018 23:19:37.000          5.933                       -6.960    1704.091815
28 Nov 2018 23:19:38.000          5.876                       -6.986    1708.890589
28 Nov 2018 23:19:39.000          5.819                       -7.012    1713.707213
28 Nov 2018 23:19:40.000          5.762                       -7.038    1718.541531
28 Nov 2018 23:19:41.000          5.705                       -7.063    1723.393386
28 Nov 2018 23:19:42.000          5.648                       -7.088    1728.262624
28 Nov 2018 23:19:43.000          5.591                       -7.113    1733.149090
28 Nov 2018 23:19:44.000          5.533                       -7.138    1738.052633
28 Nov 2018 23:19:45.000          5.476                       -7.162    1742.973101
28 Nov 2018 23:19:46.000          5.419                       -7.186    1747.910344
28 Nov 2018 23:19:47.000          5.363                       -7.210    1752.864212
28 Nov 2018 23:19:48.000          5.306                       -7.234    1757.834558
28 Nov 2018 23:19:49.000          5.249                       -7.258    1762.821235
28 Nov 2018 23:19:50.000          5.192                       -7.281    1767.824098
