                                                               24 Nov 2018 14:21:14
Facility-Facility1-Receiver-Receiver1-To-Satellite-FOSSASAT1-Transmitter-DL_TX


       Time (UTCG)          Angle (deg)    Freq. Doppler Shift (kHz)     Range (km)
26 Nov 2018 11:43:17.000          2.458                        9.664    2039.494758
26 Nov 2018 11:43:18.000          2.519                        9.656    2032.846175
26 Nov 2018 11:43:19.000          2.581                        9.649    2026.202697
26 Nov 2018 11:43:20.000          2.643                        9.641    2019.564384
26 Nov 2018 11:43:21.000          2.705                        9.634    2012.931296
26 Nov 2018 11:43:22.000          2.768                        9.626    2006.303492
26 Nov 2018 11:43:23.000          2.830                        9.618    1999.681035
26 Nov 2018 11:43:24.000          2.893                        9.610    1993.063986
26 Nov 2018 11:43:25.000          2.957                        9.602    1986.452407
26 Nov 2018 11:43:26.000          3.020                        9.594    1979.846364
26 Nov 2018 11:43:27.000          3.084                        9.586    1973.245919
26 Nov 2018 11:43:28.000          3.148                        9.578    1966.651137
26 Nov 2018 11:43:29.000          3.213                        9.569    1960.062086
26 Nov 2018 11:43:30.000          3.278                        9.561    1953.478831
26 Nov 2018 11:43:31.000          3.343                        9.552    1946.901439
26 Nov 2018 11:43:32.000          3.408                        9.544    1940.329980
26 Nov 2018 11:43:33.000          3.473                        9.535    1933.764522
26 Nov 2018 11:43:34.000          3.539                        9.526    1927.205135
26 Nov 2018 11:43:35.000          3.605                        9.517    1920.651890
26 Nov 2018 11:43:36.000          3.672                        9.508    1914.104859
26 Nov 2018 11:43:37.000          3.738                        9.499    1907.564114
26 Nov 2018 11:43:38.000          3.805                        9.489    1901.029729
26 Nov 2018 11:43:39.000          3.873                        9.480    1894.501778
26 Nov 2018 11:43:40.000          3.940                        9.471    1887.980337
26 Nov 2018 11:43:41.000          4.008                        9.461    1881.465481
26 Nov 2018 11:43:42.000          4.076                        9.451    1874.957288
26 Nov 2018 11:43:43.000          4.144                        9.441    1868.455837
26 Nov 2018 11:43:44.000          4.213                        9.431    1861.961206
26 Nov 2018 11:43:45.000          4.282                        9.421    1855.473475
26 Nov 2018 11:43:46.000          4.351                        9.411    1848.992726
26 Nov 2018 11:43:47.000          4.420                        9.401    1842.519041
26 Nov 2018 11:43:48.000          4.490                        9.390    1836.052503
26 Nov 2018 11:43:49.000          4.560                        9.380    1829.593196
26 Nov 2018 11:43:50.000          4.630                        9.369    1823.141206
26 Nov 2018 11:43:51.000          4.701                        9.358    1816.696619
26 Nov 2018 11:43:52.000          4.772                        9.347    1810.259522
26 Nov 2018 11:43:53.000          4.843                        9.336    1803.830005
26 Nov 2018 11:43:54.000          4.914                        9.325    1797.408157
26 Nov 2018 11:43:55.000          4.986                        9.314    1790.994069
26 Nov 2018 11:43:56.000          5.058                        9.302    1784.587833
26 Nov 2018 11:43:57.000          5.130                        9.291    1778.189543
26 Nov 2018 11:43:58.000          5.203                        9.279    1771.799292
26 Nov 2018 11:43:59.000          5.275                        9.267    1765.417177
26 Nov 2018 11:44:00.000          5.349                        9.255    1759.043294
26 Nov 2018 11:44:01.000          5.422                        9.243    1752.677742
26 Nov 2018 11:44:02.000          5.496                        9.230    1746.320620
26 Nov 2018 11:44:03.000          5.569                        9.218    1739.972028
26 Nov 2018 11:44:04.000          5.644                        9.205    1733.632070
26 Nov 2018 11:44:05.000          5.718                        9.193    1727.300848
26 Nov 2018 11:44:06.000          5.793                        9.180    1720.978467
26 Nov 2018 11:44:07.000          5.868                        9.167    1714.665033
26 Nov 2018 11:44:08.000          5.943                        9.153    1708.360653
26 Nov 2018 11:44:09.000          6.019                        9.140    1702.065437
26 Nov 2018 11:44:10.000          6.095                        9.126    1695.779495
26 Nov 2018 11:44:11.000          6.171                        9.113    1689.502938
26 Nov 2018 11:44:12.000          6.248                        9.099    1683.235879
26 Nov 2018 11:44:13.000          6.325                        9.085    1676.978434
26 Nov 2018 11:44:14.000          6.402                        9.070    1670.730719
26 Nov 2018 11:44:15.000          6.479                        9.056    1664.492851
26 Nov 2018 11:44:16.000          6.557                        9.041    1658.264949
26 Nov 2018 11:44:17.000          6.635                        9.027    1652.047135
26 Nov 2018 11:44:18.000          6.713                        9.012    1645.839532
26 Nov 2018 11:44:19.000          6.792                        8.997    1639.642262
26 Nov 2018 11:44:20.000          6.871                        8.981    1633.455452
26 Nov 2018 11:44:21.000          6.950                        8.966    1627.279229
26 Nov 2018 11:44:22.000          7.029                        8.950    1621.113722
26 Nov 2018 11:44:23.000          7.109                        8.934    1614.959063
26 Nov 2018 11:44:24.000          7.189                        8.918    1608.815383
26 Nov 2018 11:44:25.000          7.270                        8.902    1602.682817
26 Nov 2018 11:44:26.000          7.350                        8.886    1596.561501
26 Nov 2018 11:44:27.000          7.431                        8.869    1590.451573
26 Nov 2018 11:44:28.000          7.513                        8.852    1584.353172
26 Nov 2018 11:44:29.000          7.594                        8.835    1578.266441
26 Nov 2018 11:44:30.000          7.676                        8.818    1572.191523
26 Nov 2018 11:44:31.000          7.758                        8.800    1566.128563
26 Nov 2018 11:44:32.000          7.841                        8.783    1560.077708
26 Nov 2018 11:44:33.000          7.924                        8.765    1554.039108
26 Nov 2018 11:44:34.000          8.007                        8.747    1548.012914
26 Nov 2018 11:44:35.000          8.090                        8.728    1541.999280
26 Nov 2018 11:44:36.000          8.174                        8.710    1535.998360
26 Nov 2018 11:44:37.000          8.258                        8.691    1530.010313
26 Nov 2018 11:44:38.000          8.342                        8.672    1524.035297
26 Nov 2018 11:44:39.000          8.427                        8.652    1518.073475
26 Nov 2018 11:44:40.000          8.512                        8.633    1512.125010
26 Nov 2018 11:44:41.000          8.597                        8.613    1506.190068
26 Nov 2018 11:44:42.000          8.683                        8.593    1500.268818
26 Nov 2018 11:44:43.000          8.768                        8.573    1494.361430
26 Nov 2018 11:44:44.000          8.855                        8.552    1488.468076
26 Nov 2018 11:44:45.000          8.941                        8.532    1482.588933
26 Nov 2018 11:44:46.000          9.028                        8.511    1476.724176
26 Nov 2018 11:44:47.000          9.115                        8.489    1470.873987
26 Nov 2018 11:44:48.000          9.202                        8.468    1465.038546
26 Nov 2018 11:44:49.000          9.290                        8.446    1459.218039
26 Nov 2018 11:44:50.000          9.378                        8.424    1453.412653
26 Nov 2018 11:44:51.000          9.466                        8.401    1447.622576
26 Nov 2018 11:44:52.000          9.555                        8.379    1441.848002
26 Nov 2018 11:44:53.000          9.644                        8.356    1436.089124
26 Nov 2018 11:44:54.000          9.733                        8.333    1430.346140
26 Nov 2018 11:44:55.000          9.822                        8.309    1424.619249
26 Nov 2018 11:44:56.000          9.912                        8.285    1418.908654
26 Nov 2018 11:44:57.000         10.002                        8.261    1413.214559
26 Nov 2018 11:44:58.000         10.092                        8.237    1407.537172
26 Nov 2018 11:44:59.000         10.183                        8.212    1401.876704
26 Nov 2018 11:45:00.000         10.274                        8.187    1396.233368
26 Nov 2018 11:45:01.000         10.365                        8.161    1390.607379
26 Nov 2018 11:45:02.000         10.457                        8.136    1384.998957
26 Nov 2018 11:45:03.000         10.548                        8.110    1379.408322
26 Nov 2018 11:45:04.000         10.640                        8.083    1373.835700
26 Nov 2018 11:45:05.000         10.733                        8.057    1368.281318
26 Nov 2018 11:45:06.000         10.825                        8.030    1362.745405
26 Nov 2018 11:45:07.000         10.918                        8.002    1357.228195
26 Nov 2018 11:45:08.000         11.011                        7.975    1351.729924
26 Nov 2018 11:45:09.000         11.105                        7.947    1346.250832
26 Nov 2018 11:45:10.000         11.199                        7.918    1340.791160
26 Nov 2018 11:45:11.000         11.293                        7.889    1335.351154
26 Nov 2018 11:45:12.000         11.387                        7.860    1329.931063
26 Nov 2018 11:45:13.000         11.481                        7.831    1324.531137
26 Nov 2018 11:45:14.000         11.576                        7.801    1319.151631
26 Nov 2018 11:45:15.000         11.671                        7.771    1313.792803
26 Nov 2018 11:45:16.000         11.766                        7.740    1308.454914
26 Nov 2018 11:45:17.000         11.862                        7.709    1303.138229
26 Nov 2018 11:45:18.000         11.957                        7.678    1297.843014
26 Nov 2018 11:45:19.000         12.053                        7.646    1292.569541
26 Nov 2018 11:45:20.000         12.149                        7.614    1287.318084
26 Nov 2018 11:45:21.000         12.246                        7.581    1282.088919
26 Nov 2018 11:45:22.000         12.342                        7.548    1276.882327
26 Nov 2018 11:45:23.000         12.439                        7.515    1271.698593
26 Nov 2018 11:45:24.000         12.536                        7.481    1266.538004
26 Nov 2018 11:45:25.000         12.633                        7.447    1261.400849
26 Nov 2018 11:45:26.000         12.731                        7.412    1256.287425
26 Nov 2018 11:45:27.000         12.828                        7.377    1251.198027
26 Nov 2018 11:45:28.000         12.926                        7.341    1246.132958
26 Nov 2018 11:45:29.000         13.024                        7.305    1241.092521
26 Nov 2018 11:45:30.000         13.122                        7.269    1236.077024
26 Nov 2018 11:45:31.000         13.220                        7.232    1231.086778
26 Nov 2018 11:45:32.000         13.319                        7.194    1226.122099
26 Nov 2018 11:45:33.000         13.417                        7.157    1221.183303
26 Nov 2018 11:45:34.000         13.516                        7.118    1216.270714
26 Nov 2018 11:45:35.000         13.615                        7.080    1211.384656
26 Nov 2018 11:45:36.000         13.714                        7.040    1206.525458
26 Nov 2018 11:45:37.000         13.813                        7.001    1201.693452
26 Nov 2018 11:45:38.000         13.912                        6.960    1196.888972
26 Nov 2018 11:45:39.000         14.011                        6.920    1192.112359
26 Nov 2018 11:45:40.000         14.110                        6.878    1187.363955
26 Nov 2018 11:45:41.000         14.210                        6.837    1182.644105
26 Nov 2018 11:45:42.000         14.309                        6.794    1177.953159
26 Nov 2018 11:45:43.000         14.408                        6.752    1173.291470
26 Nov 2018 11:45:44.000         14.508                        6.708    1168.659393
26 Nov 2018 11:45:45.000         14.607                        6.664    1164.057288
26 Nov 2018 11:45:46.000         14.707                        6.620    1159.485518
26 Nov 2018 11:45:47.000         14.806                        6.575    1154.944448
26 Nov 2018 11:45:48.000         14.906                        6.530    1150.434449
26 Nov 2018 11:45:49.000         15.005                        6.484    1145.955892
26 Nov 2018 11:45:50.000         15.105                        6.437    1141.509153
26 Nov 2018 11:45:51.000         15.204                        6.390    1137.094612
26 Nov 2018 11:45:52.000         15.303                        6.343    1132.712651
26 Nov 2018 11:45:53.000         15.402                        6.294    1128.363654
26 Nov 2018 11:45:54.000         15.501                        6.246    1124.048009
26 Nov 2018 11:45:55.000         15.600                        6.196    1119.766109
26 Nov 2018 11:45:56.000         15.699                        6.147    1115.518346
26 Nov 2018 11:45:57.000         15.797                        6.096    1111.305118
26 Nov 2018 11:45:58.000         15.896                        6.045    1107.126824
26 Nov 2018 11:45:59.000         15.994                        5.993    1102.983866
26 Nov 2018 11:46:00.000         16.092                        5.941    1098.876650
26 Nov 2018 11:46:01.000         16.189                        5.888    1094.805582
26 Nov 2018 11:46:02.000         16.287                        5.835    1090.771074
26 Nov 2018 11:46:03.000         16.384                        5.781    1086.773536
26 Nov 2018 11:46:04.000         16.481                        5.726    1082.813383
26 Nov 2018 11:46:05.000         16.578                        5.671    1078.891033
26 Nov 2018 11:46:06.000         16.674                        5.615    1075.006903
26 Nov 2018 11:46:07.000         16.770                        5.559    1071.161415
26 Nov 2018 11:46:08.000         16.865                        5.502    1067.354991
26 Nov 2018 11:46:09.000         16.960                        5.444    1063.588054
26 Nov 2018 11:46:10.000         17.055                        5.386    1059.861032
26 Nov 2018 11:46:11.000         17.149                        5.327    1056.174350
26 Nov 2018 11:46:12.000         17.243                        5.267    1052.528438
26 Nov 2018 11:46:13.000         17.336                        5.207    1048.923725
26 Nov 2018 11:46:14.000         17.429                        5.146    1045.360641
26 Nov 2018 11:46:15.000         17.521                        5.085    1041.839619
26 Nov 2018 11:46:16.000         17.613                        5.023    1038.361091
26 Nov 2018 11:46:17.000         17.703                        4.960    1034.925489
26 Nov 2018 11:46:18.000         17.794                        4.897    1031.533246
26 Nov 2018 11:46:19.000         17.884                        4.833    1028.184797
26 Nov 2018 11:46:20.000         17.973                        4.768    1024.880573
26 Nov 2018 11:46:21.000         18.061                        4.703    1021.621009
26 Nov 2018 11:46:22.000         18.148                        4.637    1018.406537
26 Nov 2018 11:46:23.000         18.235                        4.571    1015.237590
26 Nov 2018 11:46:24.000         18.321                        4.504    1012.114598
26 Nov 2018 11:46:25.000         18.406                        4.436    1009.037993
26 Nov 2018 11:46:26.000         18.491                        4.368    1006.008204
26 Nov 2018 11:46:27.000         18.574                        4.299    1003.025658
26 Nov 2018 11:46:28.000         18.657                        4.229    1000.090782
26 Nov 2018 11:46:29.000         18.738                        4.159     997.204001
26 Nov 2018 11:46:30.000         18.819                        4.088     994.365737
26 Nov 2018 11:46:31.000         18.899                        4.017     991.576409
26 Nov 2018 11:46:32.000         18.977                        3.945     988.836436
26 Nov 2018 11:46:33.000         19.055                        3.872     986.146231
26 Nov 2018 11:46:34.000         19.131                        3.799     983.506207
26 Nov 2018 11:46:35.000         19.207                        3.725     980.916773
26 Nov 2018 11:46:36.000         19.281                        3.651     978.378331
26 Nov 2018 11:46:37.000         19.354                        3.576     975.891285
26 Nov 2018 11:46:38.000         19.425                        3.500     973.456029
26 Nov 2018 11:46:39.000         19.496                        3.424     971.072958
26 Nov 2018 11:46:40.000         19.565                        3.347     968.742458
26 Nov 2018 11:46:41.000         19.633                        3.270     966.464914
26 Nov 2018 11:46:42.000         19.700                        3.192     964.240702
26 Nov 2018 11:46:43.000         19.765                        3.114     962.070195
26 Nov 2018 11:46:44.000         19.829                        3.035     959.953760
26 Nov 2018 11:46:45.000         19.891                        2.956     957.891758
26 Nov 2018 11:46:46.000         19.952                        2.876     955.884544
26 Nov 2018 11:46:47.000         20.012                        2.796     953.932465
26 Nov 2018 11:46:48.000         20.070                        2.715     952.035863
26 Nov 2018 11:46:49.000         20.126                        2.633     950.195072
26 Nov 2018 11:46:50.000         20.181                        2.552     948.410420
26 Nov 2018 11:46:51.000         20.234                        2.469     946.682225
26 Nov 2018 11:46:52.000         20.286                        2.387     945.010799
26 Nov 2018 11:46:53.000         20.336                        2.303     943.396447
26 Nov 2018 11:46:54.000         20.384                        2.220     941.839462
26 Nov 2018 11:46:55.000         20.431                        2.136     940.340132
26 Nov 2018 11:46:56.000         20.475                        2.052     938.898735
26 Nov 2018 11:46:57.000         20.519                        1.967     937.515539
26 Nov 2018 11:46:58.000         20.560                        1.882     936.190804
26 Nov 2018 11:46:59.000         20.599                        1.796     934.924779
26 Nov 2018 11:47:00.000         20.637                        1.710     933.717705
26 Nov 2018 11:47:01.000         20.673                        1.624     932.569811
26 Nov 2018 11:47:02.000         20.707                        1.538     931.481318
26 Nov 2018 11:47:03.000         20.739                        1.451     930.452435
26 Nov 2018 11:47:04.000         20.769                        1.364     929.483361
26 Nov 2018 11:47:05.000         20.798                        1.277     928.574284
26 Nov 2018 11:47:06.000         20.824                        1.189     927.725381
26 Nov 2018 11:47:07.000         20.848                        1.101     926.936818
26 Nov 2018 11:47:08.000         20.871                        1.013     926.208751
26 Nov 2018 11:47:09.000         20.891                        0.925     925.541321
26 Nov 2018 11:47:10.000         20.910                        0.837     924.934662
26 Nov 2018 11:47:11.000         20.926                        0.748     924.388892
26 Nov 2018 11:47:12.000         20.941                        0.659     923.904121
26 Nov 2018 11:47:13.000         20.953                        0.571     923.480444
26 Nov 2018 11:47:14.000         20.964                        0.482     923.117946
26 Nov 2018 11:47:15.000         20.972                        0.393     922.816699
26 Nov 2018 11:47:16.000         20.979                        0.303     922.576763
26 Nov 2018 11:47:17.000         20.983                        0.214     922.398185
26 Nov 2018 11:47:18.000         20.985                        0.125     922.281001
26 Nov 2018 11:47:19.000         20.985                        0.036     922.225234
26 Nov 2018 11:47:20.000         20.984                       -0.053     922.230895
26 Nov 2018 11:47:21.000         20.980                       -0.143     922.297983
26 Nov 2018 11:47:22.000         20.974                       -0.232     922.426483
26 Nov 2018 11:47:23.000         20.966                       -0.321     922.616368
26 Nov 2018 11:47:24.000         20.956                       -0.410     922.867602
26 Nov 2018 11:47:25.000         20.944                       -0.499     923.180132
26 Nov 2018 11:47:26.000         20.930                       -0.588     923.553895
26 Nov 2018 11:47:27.000         20.914                       -0.677     923.988817
26 Nov 2018 11:47:28.000         20.896                       -0.766     924.484810
26 Nov 2018 11:47:29.000         20.876                       -0.854     925.041774
26 Nov 2018 11:47:30.000         20.854                       -0.942     925.659599
26 Nov 2018 11:47:31.000         20.830                       -1.031     926.338161
26 Nov 2018 11:47:32.000         20.804                       -1.119     927.077326
26 Nov 2018 11:47:33.000         20.776                       -1.206     927.876947
26 Nov 2018 11:47:34.000         20.746                       -1.294     928.736867
26 Nov 2018 11:47:35.000         20.714                       -1.381     929.656916
26 Nov 2018 11:47:36.000         20.680                       -1.468     930.636915
26 Nov 2018 11:47:37.000         20.645                       -1.555     931.676673
26 Nov 2018 11:47:38.000         20.607                       -1.641     932.775989
26 Nov 2018 11:47:39.000         20.568                       -1.727     933.934649
26 Nov 2018 11:47:40.000         20.527                       -1.813     935.152432
26 Nov 2018 11:47:41.000         20.484                       -1.898     936.429104
26 Nov 2018 11:47:42.000         20.439                       -1.983     937.764423
26 Nov 2018 11:47:43.000         20.393                       -2.068     939.158138
26 Nov 2018 11:47:44.000         20.344                       -2.152     940.609984
26 Nov 2018 11:47:45.000         20.295                       -2.236     942.119693
26 Nov 2018 11:47:46.000         20.243                       -2.320     943.686983
26 Nov 2018 11:47:47.000         20.190                       -2.403     945.311566
26 Nov 2018 11:47:48.000         20.135                       -2.485     946.993143
26 Nov 2018 11:47:49.000         20.078                       -2.567     948.731410
26 Nov 2018 11:47:50.000         20.020                       -2.649     950.526053
26 Nov 2018 11:47:51.000         19.961                       -2.730     952.376750
26 Nov 2018 11:47:52.000         19.900                       -2.811     954.283172
26 Nov 2018 11:47:53.000         19.837                       -2.891     956.244983
26 Nov 2018 11:47:54.000         19.773                       -2.971     958.261840
26 Nov 2018 11:47:55.000         19.708                       -3.050     960.333392
26 Nov 2018 11:47:56.000         19.641                       -3.129     962.459283
26 Nov 2018 11:47:57.000         19.573                       -3.207     964.639152
26 Nov 2018 11:47:58.000         19.503                       -3.285     966.872629
26 Nov 2018 11:47:59.000         19.432                       -3.362     969.159340
26 Nov 2018 11:48:00.000         19.360                       -3.438     971.498906
26 Nov 2018 11:48:01.000         19.287                       -3.514     973.890943
26 Nov 2018 11:48:02.000         19.212                       -3.590     976.335061
26 Nov 2018 11:48:03.000         19.136                       -3.664     978.830867
26 Nov 2018 11:48:04.000         19.059                       -3.739     981.377962
26 Nov 2018 11:48:05.000         18.981                       -3.812     983.975944
26 Nov 2018 11:48:06.000         18.902                       -3.885     986.624408
26 Nov 2018 11:48:07.000         18.822                       -3.958     989.322944
26 Nov 2018 11:48:08.000         18.740                       -4.030     992.071139
26 Nov 2018 11:48:09.000         18.658                       -4.101     994.868579
26 Nov 2018 11:48:10.000         18.575                       -4.172     997.714844
26 Nov 2018 11:48:11.000         18.491                       -4.242    1000.609513
26 Nov 2018 11:48:12.000         18.406                       -4.311    1003.552165
26 Nov 2018 11:48:13.000         18.320                       -4.380    1006.542372
26 Nov 2018 11:48:14.000         18.233                       -4.448    1009.579709
26 Nov 2018 11:48:15.000         18.145                       -4.515    1012.663748
26 Nov 2018 11:48:16.000         18.057                       -4.582    1015.794057
26 Nov 2018 11:48:17.000         17.968                       -4.649    1018.970207
26 Nov 2018 11:48:18.000         17.878                       -4.714    1022.191764
26 Nov 2018 11:48:19.000         17.787                       -4.779    1025.458298
26 Nov 2018 11:48:20.000         17.696                       -4.844    1028.769373
26 Nov 2018 11:48:21.000         17.604                       -4.908    1032.124558
26 Nov 2018 11:48:22.000         17.511                       -4.971    1035.523418
26 Nov 2018 11:48:23.000         17.418                       -5.033    1038.965520
26 Nov 2018 11:48:24.000         17.324                       -5.095    1042.450430
26 Nov 2018 11:48:25.000         17.230                       -5.156    1045.977716
26 Nov 2018 11:48:26.000         17.135                       -5.217    1049.546945
26 Nov 2018 11:48:27.000         17.040                       -5.277    1053.157686
26 Nov 2018 11:48:28.000         16.944                       -5.336    1056.809508
26 Nov 2018 11:48:29.000         16.848                       -5.395    1060.501982
26 Nov 2018 11:48:30.000         16.751                       -5.453    1064.234678
26 Nov 2018 11:48:31.000         16.654                       -5.511    1068.007170
26 Nov 2018 11:48:32.000         16.557                       -5.568    1071.819033
26 Nov 2018 11:48:33.000         16.459                       -5.624    1075.669842
26 Nov 2018 11:48:34.000         16.361                       -5.680    1079.559175
26 Nov 2018 11:48:35.000         16.262                       -5.735    1083.486612
26 Nov 2018 11:48:36.000         16.164                       -5.789    1087.451734
26 Nov 2018 11:48:37.000         16.065                       -5.843    1091.454125
26 Nov 2018 11:48:38.000         15.966                       -5.896    1095.493371
26 Nov 2018 11:48:39.000         15.866                       -5.949    1099.569059
26 Nov 2018 11:48:40.000         15.766                       -6.001    1103.680781
26 Nov 2018 11:48:41.000         15.667                       -6.052    1107.828130
26 Nov 2018 11:48:42.000         15.567                       -6.103    1112.010700
26 Nov 2018 11:48:43.000         15.466                       -6.154    1116.228089
26 Nov 2018 11:48:44.000         15.366                       -6.203    1120.479900
26 Nov 2018 11:48:45.000         15.266                       -6.252    1124.765736
26 Nov 2018 11:48:46.000         15.165                       -6.301    1129.085202
26 Nov 2018 11:48:47.000         15.064                       -6.349    1133.437908
26 Nov 2018 11:48:48.000         14.964                       -6.397    1137.823468
26 Nov 2018 11:48:49.000         14.863                       -6.443    1142.241495
26 Nov 2018 11:48:50.000         14.762                       -6.490    1146.691609
26 Nov 2018 11:48:51.000         14.661                       -6.536    1151.173432
26 Nov 2018 11:48:52.000         14.560                       -6.581    1155.686588
26 Nov 2018 11:48:53.000         14.459                       -6.626    1160.230704
26 Nov 2018 11:48:54.000         14.359                       -6.670    1164.805414
26 Nov 2018 11:48:55.000         14.258                       -6.713    1169.410350
26 Nov 2018 11:48:56.000         14.157                       -6.756    1174.045151
26 Nov 2018 11:48:57.000         14.056                       -6.799    1178.709458
26 Nov 2018 11:48:58.000         13.956                       -6.841    1183.402915
26 Nov 2018 11:48:59.000         13.855                       -6.883    1188.125171
26 Nov 2018 11:49:00.000         13.755                       -6.924    1192.875877
26 Nov 2018 11:49:01.000         13.654                       -6.964    1197.654688
26 Nov 2018 11:49:02.000         13.554                       -7.005    1202.461262
26 Nov 2018 11:49:03.000         13.454                       -7.044    1207.295261
26 Nov 2018 11:49:04.000         13.354                       -7.083    1212.156349
26 Nov 2018 11:49:05.000         13.254                       -7.122    1217.044196
26 Nov 2018 11:49:06.000         13.154                       -7.160    1221.958473
26 Nov 2018 11:49:07.000         13.054                       -7.198    1226.898856
26 Nov 2018 11:49:08.000         12.955                       -7.235    1231.865025
26 Nov 2018 11:49:09.000         12.855                       -7.272    1236.856661
26 Nov 2018 11:49:10.000         12.756                       -7.308    1241.873451
26 Nov 2018 11:49:11.000         12.657                       -7.344    1246.915083
26 Nov 2018 11:49:12.000         12.558                       -7.379    1251.981252
26 Nov 2018 11:49:13.000         12.460                       -7.414    1257.071652
26 Nov 2018 11:49:14.000         12.361                       -7.449    1262.185985
26 Nov 2018 11:49:15.000         12.263                       -7.483    1267.323952
26 Nov 2018 11:49:16.000         12.165                       -7.517    1272.485261
26 Nov 2018 11:49:17.000         12.068                       -7.550    1277.669622
26 Nov 2018 11:49:18.000         11.970                       -7.583    1282.876747
26 Nov 2018 11:49:19.000         11.873                       -7.615    1288.106354
26 Nov 2018 11:49:20.000         11.776                       -7.647    1293.358163
26 Nov 2018 11:49:21.000         11.679                       -7.679    1298.631896
26 Nov 2018 11:49:22.000         11.582                       -7.710    1303.927282
26 Nov 2018 11:49:23.000         11.486                       -7.741    1309.244049
26 Nov 2018 11:49:24.000         11.390                       -7.772    1314.581930
26 Nov 2018 11:49:25.000         11.294                       -7.802    1319.940663
26 Nov 2018 11:49:26.000         11.199                       -7.832    1325.319987
26 Nov 2018 11:49:27.000         11.103                       -7.861    1330.719645
26 Nov 2018 11:49:28.000         11.008                       -7.890    1336.139382
26 Nov 2018 11:49:29.000         10.914                       -7.919    1341.578948
26 Nov 2018 11:49:30.000         10.819                       -7.947    1347.038096
26 Nov 2018 11:49:31.000         10.725                       -7.975    1352.516580
26 Nov 2018 11:49:32.000         10.631                       -8.002    1358.014159
26 Nov 2018 11:49:33.000         10.538                       -8.030    1363.530594
26 Nov 2018 11:49:34.000         10.444                       -8.056    1369.065650
26 Nov 2018 11:49:35.000         10.351                       -8.083    1374.619094
26 Nov 2018 11:49:36.000         10.259                       -8.109    1380.190697
26 Nov 2018 11:49:37.000         10.166                       -8.135    1385.780232
